"Nitrogeno","Fosforo","Potasio","Temperatura","Humedad","pH","Lluvia","Cultivo"
16,35,31,32.27652024,50.19368841,5.316875978,95.99487068,"Mango"
35,18,26,31.99490489,50.84881347,5.279388967,97.38741498,"Mango"
4,40,26,27.58258929,48.56916221,6.720041791,95.8445641,"Mango"
9,29,34,29.38471637,45.88744691,5.72742254,100.8124659,"Mango"
2,38,33,32.38697531,53.2328243,4.691396195,90.21633216,"Mango"
26,32,32,30.91471455,49.92963856,6.810186079,90.14047759,"Mango"
34,38,31,35.37775595,45.58110023,6.454045329,97.41586402,"Mango"
5,32,33,32.32362177,52.5896771,5.842763773,93.36718816,"Mango"
31,29,26,28.22373428,47.40519056,5.024124684,97.76832322,"Mango"
34,34,35,27.27433181,47.16808054,6.422710539,95.257992,"Mango"
36,19,32,27.10710832,50.70880979,4.94295037,92.37238878,"Mango"
7,17,26,34.89226666,48.75613373,6.414526606,91.63074547,"Mango"
38,15,27,33.7462686,48.50387598,6.777788126,92.26439205,"Mango"
5,19,25,27.3511056,54.43945147,6.441328044,96.27792547,"Mango"
37,36,26,32.89300162,52.61323969,4.650536197,94.49161372,"Mango"
21,31,32,35.38598705,51.42664176,5.254532213,90.29643888,"Mango"
37,36,27,27.5529736,47.90859131,5.910634533,90.40332704,"Mango"
23,23,30,32.82141065,47.45553843,4.755273631,90.89173106,"Mango"
36,26,26,30.17294105,51.0845903,6.814630246,95.23444287,"Mango"
24,33,35,29.26382931,54.82257868,5.342866119,100.7586226,"Mango"
26,18,30,32.06097197,51.08494181,6.336234624,96.59816497,"Mango"
22,17,26,28.69818144,47.71875722,4.754435025,99.642454,"Mango"
11,34,32,29.14305008,49.40983294,6.831706773,97.55155537,"Mango"
29,35,28,28.3471611,53.53903102,6.967417766,90.40260445,"Mango"
22,28,26,27.67256197,45.41692012,4.947683034,92.84991507,"Mango"
23,24,32,28.1218093,46.16888595,5.630619901,93.30247448,"Mango"
1,35,34,30.79375683,46.69536813,,92.21318555,"Mango"
2,24,34,28.89409382,54.80750249,6.472774648,94.76322976,"Mango"
39,37,25,33.33024826,45.61143594,6.953246506,98.28583013,"Mango"
15,36,27,27.78912455,53.96886679,5.643710216,91.01152997,"Mango"
3,18,31,31.65333432,48.20662669,6.392313973,91.09745581,"Mango"
8,38,32,29.75150773,46.73723302,4.981816523,,"Mango"
33,31,34,31.32995611,50.22287593,5.421265283,89.78216168,"Mango"
14,29,32,35.63627319,48.97047762,6.942520105,97.51952041,"Mango"
18,20,26,31.66524687,51.98594645,5.435840509,89.98024312,"Mango"
9,21,32,32.26935342,53.56092806,5.870116071,95.94035356,"Mango"
20,30,27,27.81005614,51.59445462,4.74910393,95.89898581,"Mango"
9,38,25,34.58561471,50.34035336,5.497946899,100.3060719,"Mango"
26,24,34,31.27180992,52.23810152,6.811291098,89.74409017,"Mango"
31,36,29,33.93679864,52.72170281,6.460542749,97.4611918,"Mango"
14,18,35,31.09154239,47.02058367,4.791146778,91.46664318,"Mango"
40,16,35,31.89356292,49.02450149,6.4841522,89.59371481,"Mango"
28,27,34,32.45465292,50.69693751,6.526654345,95.04871605,"Mango"
0,17,30,35.47478322,47.97230503,6.279133738,97.79072474,"Mango"
1,29,29,27.32961444,49.30347234,6.052026047,93.53197359,"Mango"
2,36,31,30.90225239,49.95955487,5.73171945,91.77522598,"Mango"
12,27,26,29.09382275,45.5661059,5.32307197,96.23520043,"Mango"
7,28,35,30.02086169,46.78393776,4.66910839,96.63721027,"Mango"
0,36,26,34.13072188,51.25786185,,,"Mango"
26,35,31,33.44619894,53.05980465,5.339556562,98.05089394,"Mango"
27,21,30,35.3915464,52.48823147,5.061081874,91.22881052,"Mango"
22,38,31,31.53356352,53.06009323,5.821106036,98.57025046,"Mango"
22,18,31,30.7645515,47.93791463,5.956027059,90.38503469,"Mango"
28,23,28,30.01821337,50.0983181,5.676032581,96.08745082,"Mango"
7,31,27,31.32863689,47.59319575,6.524114355,94.67344737,"Mango"
29,34,26,33.88004781,54.39416048,6.273953676,89.29147581,"Mango"
8,37,33,28.07802689,54.9640534,6.128167757,97.45373619,"Mango"
39,16,27,35.53845018,52.94641947,4.934964765,91.54560427,"Mango"
40,24,25,28.70595247,50.44030129,5.445008416,95.8946444,"Mango"
19,38,26,31.48451729,48.77926304,4.525722333,93.17221967,"Mango"
21,21,30,27.69819273,51.41593238,5.403908328,100.7720705,"Mango"
22,18,33,30.41235793,52.48100602,6.621623545,93.92375879,"Mango"
31,20,30,32.17752026,54.01352682,6.207495815,91.88766069,"Mango"
18,26,31,32.6112614,47.74916499,5.418475257,91.10190759,"Mango"
24,130,195,29.99677232,81.54156612,6.112305667,67.12534492,"Uva"
13,144,204,30.7280404,82.42614055,6.092241627,68.38135469,"Uva"
22,123,205,32.44577836,83.88504863,5.896343436,68.73932528,"Uva"
36,125,196,37.46566825,80.65968681,6.15526103,66.83872293,"Uva"
24,131,196,22.03296178,83.74372787,5.732453638,65.34440794,"Uva"
2,123,198,39.64851881,82.21079946,6.253034534,70.39906054,"Uva"
35,140,197,16.77557314,82.75241875,6.106190557,66.76285469,"Uva"
11,122,195,12.14190714,83.56812483,5.647202395,69.63122027,"Uva"
6,123,203,12.7567962,81.62497448,6.130310493,66.77844567,"Uva"
17,134,204,39.04071989,80.18393287,6.499604931,73.88467027,"Uva"
25,130,197,39.70772192,82.68593454,5.554831977,74.91506217,"Uva"
27,145,205,9.467960445,82.29335466,5.800242694,66.02765219,"Uva"
9,122,201,29.58748357,80.91934392,5.570290539,68.06417307,"Uva"
16,139,203,17.82803682,80.96093443,6.27564088,65.84748763,"Uva"
32,141,204,8.825674745,82.89753705,5.536645599,67.235765,"Uva"
22,138,195,27.83487131,83.51444973,6.208196881,73.02882766,"Uva"
31,144,202,11.02105378,80.55557235,5.870600622,68.23963161,"Uva"
3,136,205,17.5862944,80.84806564,6.334771461,71.4065452,"Uva"
28,122,197,19.89363946,82.73366439,5.856575335,69.66256816,"Uva"
4,136,204,29.93707596,81.77713468,5.898944282,65.52279323,"Uva"
39,145,201,36.73126647,80.58931938,5.775600435,72.24230804,"Uva"
38,132,197,20.42094753,81.54185044,5.931101816,66.93065667,"Uva"
36,133,198,25.51939719,83.98351748,6.2286454,69.17281221,"Uva"
25,121,201,30.50734778,82.71775569,5.594240603,70.08200379,"Uva"
15,125,199,18.4269936,80.55625868,5.569230319,69.75734306,"Uva"
24,140,205,12.087022,83.59398734,5.93202852,68.66813363,"Uva"
13,132,203,23.60115364,82.48336987,6.423216506,73.23901752,"Uva"
5,126,197,12.80000387,81.20876367,6.417500829,67.10439401,"Uva"
30,120,200,38.06099482,82.24729637,6.234904253,65.70148216,"Uva"
23,142,197,39.06555518,82.03812973,6.000573725,69.30772897,"Uva"
26,135,203,33.78372897,81.16314317,5.685102769,74.53557341,"Uva"
7,126,203,16.76201707,82.00335557,5.662140095,73.28712806,"Uva"
32,139,198,35.89307536,82.66850729,6.358186848,66.53946559,"Uva"
9,141,202,21.01245395,81.17931863,6.119495295,66.38448261,"Uva"
20,142,196,10.89875873,,,,"Uva"
32,129,201,16.36251869,83.00471609,6.48754639,71.55665483,"Uva"
3,134,199,20.28370163,81.32235739,5.81717753,71.06611222,"Uva"
38,138,204,25.11108456,83.25447587,6.325480034,73.01026829,"Uva"
14,131,198,33.4641162,83.86742974,5.562790949,67.92204319,"Uva"
20,122,204,11.7976469,80.86325389,6.487369687,65.06962486,"Uva"
40,126,201,11.36300891,80.03100049,6.116982944,71.18289431,"Uva"
36,128,204,25.23542319,80.68700527,5.695792761,67.03840888,"Uva"
11,132,197,15.99050693,81.23966573,5.734317007,74.40198861,"Uva"
0,137,195,22.4359017,80.18612085,6.329499832,65.3973168,"Uva"
19,123,200,34.76086052,81.03544763,6.167013532,65.70430027,"Uva"
31,136,197,31.11047251,83.34010951,5.653776058,71.43001582,"Uva"
4,134,200,28.57828803,80.95628959,5.840256272,73.34232097,"Uva"
39,139,201,41.18664903,81.01783402,5.539980812,68.68895899,"Uva"
8,127,196,27.02766138,83.17093908,5.833302165,70.95666003,"Uva"
39,138,203,21.19339319,82.33098331,6.399433771,74.62834921,"Uva"
32,120,204,10.38004759,83.44518113,6.138958698,67.3917379,"Uva"
12,142,203,31.3115978,82.56407013,5.972850838,65.01095312,"Uva"
8,133,195,20.46657776,80.97598029,6.456079585,71.29813872,"Uva"
8,139,199,29.36947679,81.53996362,6.336426667,66.13442813,"Uva"
21,134,202,10.72302459,80.02130636,6.425419926,65.2982112,"Uva"
40,140,195,14.97846952,80.49979873,6.294395676,71.63437433,"Uva"
39,127,202,15.3246651,81.67215994,6.477768039,71.60102999,"Uva"
19,120,195,18.73932187,81.12109244,5.931538447,73.55807954,"Uva"
21,139,201,19.3642553,83.36094029,5.980598579,67.15094741,"Uva"
17,136,195,41.20733624,81.61051026,6.389783283,65.90227462,"Uva"
33,139,203,33.34214482,82.51034633,5.693287415,70.68098614,"Uva"
22,133,201,23.81995682,80.12211649,6.00299607,67.2739864,"Uva"
32,130,196,40.66012294,81.24995984,6.372959542,74.03030056,"Uva"
37,135,205,11.82768186,80.2827185,5.510924849,74.10225057,"Uva"
15,140,195,13.28504331,83.54193816,5.69945282,65.80006004,"Uva"
39,132,196,35.83089092,83.32560104,5.778594403,73.67984885,"Uva"
40,121,199,26.18159716,81.03886263,6.315586313,66.05911698,"Uva"
40,132,202,24.57558351,80.70695797,5.971813006,69.706113,"Uva"
29,142,203,29.67229086,83.71498986,5.891195653,66.48490371,"Uva"
32,121,199,39.37102553,81.25353895,6.129812716,74.08101744,"Uva"
6,140,205,17.66558428,82.92903419,,69.8671263,"Uva"
8,120,196,24.06679352,82.66396666,6.053662544,69.81855775,"Uva"
34,133,202,15.31413469,80.09711412,5.804799142,74.82144653,"Uva"
35,135,199,21.77466746,80.54942557,6.400719746,69.39630398,"Uva"
16,145,199,26.91624843,80.76838926,5.953966361,69.30927185,"Uva"
8,136,201,41.65602996,82.22118237,5.609255992,74.19664838,"Uva"
25,129,195,17.98667801,81.17712085,5.777271492,72.37127689,"Uva"
16,130,201,29.12033769,82.79092939,5.682395429,68.8503047,"Uva"
39,129,203,34.38922481,83.18392806,5.863996687,71.03001556,"Uva"
38,135,203,41.36106301,82.79782954,6.444373116,69.92107482,"Uva"
33,120,205,35.12158265,82.26890793,5.550832178,69.71518491,"Uva"
35,125,204,19.6491772,80.15215777,6.107741788,73.69529586,"Uva"
1,132,200,16.27852801,82.94270065,5.620745638,66.57462809,"Uva"
39,140,203,21.11903604,80.63399198,6.349875906,69.27779761,"Uva"
28,145,202,19.2077707,82.9042841,6.484323189,66.83113717,"Uva"
6,128,200,25.96308415,82.57813624,5.838748311,70.31782647,"Uva"
6,139,199,25.67385024,81.6212135,6.29099842,74.10919422,"Uva"
29,122,196,41.94865736,81.15595212,5.638328481,73.06862952,"Uva"
37,144,197,11.18994268,80.8084305,6.415555956,66.34234944,"Uva"
38,120,197,17.5438296,82.94703302,6.323722572,73.77063744,"Uva"
38,141,198,13.05809741,80.28297993,5.757009965,70.75633584,"Uva"
14,121,203,9.724457611,83.74765639,6.158689406,74.46411148,"Uva"
6,125,204,27.92004934,82.93262435,5.733539807,69.92092839,"Uva"
32,138,197,9.535585543,80.73112694,5.908724337,69.44115171,"Uva"
11,124,204,13.42988625,80.06633966,6.361141107,71.40043037,"Uva"
23,138,200,9.851242629,80.22631717,5.96537863,68.42802444,"Uva"
40,143,201,24.97256132,82.72828653,6.476757723,66.70016285,"Uva"
6,142,202,27.23708304,82.94573346,6.224542938,70.42508897,"Uva"
37,124,195,18.70679077,83.4795292,6.209928251,66.5964488,"Uva"
35,134,204,9.949929082,82.55138983,5.841138354,66.00817551,"Uva"
24,128,196,22.75088787,90.69489172,5.521466996,110.4317855,"Manzana"
7,144,197,23.8494014,94.34814995,6.133220586,114.0512495,"Manzana"
14,128,205,22.60800988,94.58900601,6.226289556,116.0396587,"Manzana"
8,120,201,21.18667419,91.13435689,6.321152192,122.233323,"Manzana"
20,129,201,23.41044706,91.69913296,5.587905967,116.0777931,"Manzana"
32,137,204,22.86006627,93.12859895,5.824151693,117.7296726,"Manzana"
27,139,205,22.48403042,93.40819246,5.772179946,105.5473627,"Manzana"
0,123,205,22.02775403,92.96129462,5.790993052,121.1349176,"Manzana"
22,144,196,21.91191314,91.68748063,6.499226821,117.0761277,"Manzana"
1,124,199,23.71059131,93.27392415,5.658473817,112.6676589,"Manzana"
30,122,197,21.37784654,92.72043743,5.573241391,106.1417017,"Manzana"
29,121,196,22.84852833,94.32130209,6.079497202,123.5977843,"Manzana"
13,126,204,23.1094265,92.79630809,6.383180271,108.183792,"Manzana"
9,139,199,23.25230817,94.54128292,5.867420996,105.3558408,"Manzana"
0,133,200,23.67287749,90.4935574,5.708418722,104.2298028,"Manzana"
30,143,199,23.76881552,90.59810302,5.7983508,102.2648546,"Manzana"
36,140,198,23.34386401,91.47684705,6.28188384,104.4267991,"Manzana"
37,137,199,22.63946441,90.18451645,5.697945522,108.3405879,"Manzana"
33,121,203,22.45696744,94.76285385,5.605934087,114.8407725,"Manzana"
7,144,195,22.96388477,93.58065995,5.85648105,104.6472986,"Manzana"
35,128,205,21.07273439,93.56585985,6.041053829,107.8737015,"Manzana"
29,128,198,22.44075021,92.70785115,5.685062404,121.4977331,"Manzana"
2,143,196,22.71271308,90.45261746,5.669489065,109.8852597,"Manzana"
34,140,198,21.70416965,93.44006288,5.751707342,115.1781396,"Manzana"
29,144,204,22.43324518,92.48667725,5.800448951,119.1025189,"Manzana"
32,141,203,21.25941052,92.84416234,5.821347769,109.0658471,"Manzana"
13,144,197,22.9215706,94.89613443,6.28022267,105.6941544,"Manzana"
25,143,198,22.81212536,91.51861705,6.027314401,107.855225,"Manzana"
9,137,200,21.12152071,90.6878768,5.636687393,102.8017203,"Manzana"
6,144,198,21.11478672,90.31528693,5.559363609,104.5086618,"Manzana"
37,126,196,23.59997268,90.97597665,5.596449493,107.1728191,"Manzana"
2,120,203,23.12652652,94.71203306,5.893492999,108.6211833,"Manzana"
11,143,197,22.98458907,93.3204487,5.875718516,122.1952483,"Manzana"
10,141,201,22.12659387,90.97818277,6.386021424,104.5412275,"Manzana"
24,142,202,22.53779727,91.48135786,5.710819862,101.8474768,"Manzana"
23,138,195,22.49095104,91.70292746,5.795985716,124.3915101,"Manzana"
18,125,204,22.35548159,94.47811755,6.046673619,116.7366261,"Manzana"
13,121,196,22.20700989,93.50574163,6.443382913,120.1593771,"Manzana"
26,122,202,22.44516988,94.73763514,5.617227184,107.1843273,"Manzana"
28,123,202,22.76643029,92.12438519,6.442289294,120.4359949,"Manzana"
26,121,201,22.19109412,90.02575116,6.162034371,112.3126628,"Manzana"
21,137,196,23.6119202,91.70293849,5.812781806,123.5900822,"Manzana"
21,135,198,23.86087054,94.92048112,5.765015126,105.0241329,"Manzana"
5,144,205,21.42177231,92.62665309,6.184922574,102.8045658,"Manzana"
2,123,205,22.36629253,90.78572467,5.739652177,124.9831618,"Manzana"
15,133,199,23.99686172,91.61001707,5.824778636,117.6102915,"Manzana"
31,130,198,21.80129837,92.73446667,5.554823557,120.0586671,"Manzana"
25,143,200,23.80436344,92.80441624,6.024248787,100.6192543,"Manzana"
16,143,204,23.71475278,91.53331177,5.631333387,121.8961665,"Manzana"
19,122,202,23.34467359,90.37981478,5.811975094,112.8954016,"Manzana"
10,125,196,22.31253665,90.03577124,5.730557448,113.0688155,"Manzana"
20,139,202,23.50201428,92.21083961,5.66999105,107.9868949,"Manzana"
28,123,198,23.46260321,91.45665004,5.682751473,111.7763395,"Manzana"
28,136,200,23.06204373,92.39544055,6.245858905,114.7399101,"Manzana"
2,131,199,22.47420512,91.22759742,6.017370134,124.2179699,"Manzana"
2,140,197,22.69780133,92.82223419,5.53456749,105.0508234,"Manzana"
27,138,201,23.66682067,93.90191078,5.952367662,105.4004751,"Manzana"
30,127,204,22.50050273,92.45878335,6.126436584,100.9343903,"Manzana"
32,145,203,23.83053666,90.84422164,6.406818518,109.5966791,"Manzana"
29,139,205,23.64142354,93.74461474,6.155939453,116.6912176,"Manzana"
26,126,195,21.41363812,92.99124545,5.878568981,118.3979065,"Manzana"
40,136,202,22.85267372,94.5764581,5.935336308,117.5314026,"Manzana"
6,124,200,22.98208095,93.84505029,5.971332179,109.5852253,"Manzana"
35,138,200,21.19909519,90.80819418,5.67130617,103.6838922,"Manzana"
17,136,196,23.87192332,90.49939035,5.882155988,103.0548094,"Manzana"
33,134,205,21.0365275,94.33919546,6.08551916,114.7412734,"Manzana"
16,143,197,22.61711614,93.51978375,5.90402645,116.9256766,"Manzana"
27,120,200,21.45278675,90.74531921,6.110218826,116.7036582,"Manzana"
29,145,205,22.81227579,92.12992101,6.212302608,109.3383552,"Manzana"
3,141,197,21.98141856,91.12719303,6.142803397,115.4789148,"Manzana"
15,123,204,22.52709326,92.54780429,6.365972688,115.3830068,"Manzana"
5,136,195,22.35628673,91.92360477,6.264202804,107.7697413,"Manzana"
10,136,204,21.19852186,92.15595143,6.276198595,105.8554351,"Manzana"
7,141,195,23.8812458,93.45067555,5.514253142,104.9116663,"Manzana"
2,129,201,22.78234161,94.36803516,5.682343744,122.1449949,"Manzana"
29,138,197,22.19055385,92.43764169,5.830892252,121.6622761,"Manzana"
30,137,200,22.91430043,90.70475565,5.603413172,118.6044645,"Manzana"
29,132,204,23.08950736,90.22507299,6.0967531,108.2166601,"Manzana"
14,139,197,21.72484506,92.83975602,6.056529526,121.6961761,"Manzana"
18,125,203,22.44307715,91.59234006,6.160267496,102.5565807,"Manzana"
33,143,204,21.1316077,91.95769858,5.814434775,122.5391946,"Manzana"
40,144,196,22.71750705,92.25479855,5.987262638,107.0289866,"Manzana"
9,143,197,23.75033085,92.88160462,5.570020684,117.6602827,"Manzana"
38,135,203,23.76121837,93.661643,5.965551311,100.825956,"Manzana"
28,130,196,22.13450646,94.67695747,6.062356467,112.9203223,"Manzana"
35,142,203,21.17089176,90.23730166,5.895319002,123.6495149,"Manzana"
12,129,205,22.36238282,91.15761594,6.119432215,118.6832725,"Manzana"
1,135,203,22.77856513,92.70124029,5.624203283,113.7759219,"Manzana"
0,145,205,21.22503442,90.09877774,5.52078314,113.9760462,"Manzana"
31,121,201,23.15791104,90.34396882,5.731535258,110.712841,"Manzana"
35,131,203,22.42776057,93.91722423,5.893490899,102.7230739,"Manzana"
29,140,195,23.64082979,90.95257927,5.560521058,116.7431319,"Manzana"
33,138,198,22.29423493,90.69033986,6.222390798,122.7418744,"Manzana"
14,140,197,23.35225078,90.90054697,6.071255131,113.0381382,"Manzana"
35,145,195,22.03911546,94.58075845,6.231950009,110.9804014,"Manzana"
40,120,197,23.80593812,92.48879468,5.889480679,119.6335548,"Manzana"
25,132,198,22.31944084,90.85174383,5.732757516,100.1173443,"Manzana"
31,137,196,22.14464104,93.82567435,6.400321212,120.6310784,"Manzana"
36,144,196,23.65167552,94.50528753,6.496934492,115.3611268,"Manzana"
10,140,197,22.16939473,90.27185592,6.229498836,124.4683112,"Manzana"
22,30,12,15.78144173,92.51077745,6.354006744,119.035002,"Naranja"
37,6,13,26.03097313,91.50819306,7.511755068,101.2847738,"Naranja"
27,13,6,13.36050601,91.35608208,7.335158382,111.2266885,"Naranja"
7,16,9,18.87957654,92.04304496,7.813916603,114.6659511,"Naranja"
20,7,9,29.47741671,91.57802915,7.129136941,111.1727497,"Naranja"
26,27,10,28.06903173,92.91487288,6.079998496,114.1339416,"Naranja"
5,23,15,25.66901098,92.04670813,7.408939392,112.5424199,"Naranja"
0,18,14,29.77149434,92.00719952,7.207991261,114.4161786,"Naranja"
39,24,14,30.55472573,90.90343769,7.189259647,106.0711985,"Naranja"
13,23,6,23.96147583,90.26408017,7.365338111,102.6958703,"Naranja"
21,17,15,23.98289638,91.5473145,7.455991072,118.4901697,"Naranja"
33,12,8,25.26052689,90.31153735,6.822282114,117.3695296,"Naranja"
6,9,12,31.08368929,90.14362642,7.028746406,109.6894658,"Naranja"
19,7,10,14.78003032,91.22062116,6.118430299,100.1961762,"Naranja"
24,18,6,26.56608303,94.45239715,6.285312759,116.3796525,"Naranja"
9,11,8,24.85903405,94.39000473,6.559236744,111.7803734,"Naranja"
31,8,7,34.51465139,93.63812684,7.163245982,103.5684926,"Naranja"
22,17,5,24.12188673,90.72351622,6.945562889,102.835632,"Naranja"
13,5,8,23.85340379,90.10522549,7.474710503,103.923226,"Naranja"
16,8,9,24.60297538,91.28408653,7.601189843,111.2948115,"Naranja"
4,13,6,15.63211033,94.25966183,7.561143224,101.4705704,"Naranja"
0,25,14,19.33516809,91.97978938,6.361671475,116.450422,"Naranja"
8,7,10,28.2620488,91.98317355,6.929216014,105.2132259,"Naranja"
4,23,5,22.67594476,93.36348717,7.477935216,110.3332655,"Naranja"
33,14,8,21.03200078,92.9641969,7.684420446,110.6823944,"Naranja"
30,7,15,33.23453301,91.06053924,7.825531916,115.7659902,"Naranja"
21,29,12,22.30318989,92.15987039,6.438668989,117.3688104,"Naranja"
11,14,5,11.50322938,94.8933184,6.946354724,115.5683776,"Naranja"
9,8,15,14.34320488,94.35734702,7.994465371,110.2223123,"Naranja"
5,18,14,33.1056981,93.48447453,7.434118807,119.1709113,"Naranja"
29,25,14,30.49183837,90.4582865,7.781988584,113.3302105,"Naranja"
33,12,15,30.25578031,92.03272799,6.052318465,116.7173125,"Naranja"
8,16,6,12.22816189,90.26457428,7.106650373,108.4161706,"Naranja"
15,14,8,10.01081312,90.22399223,6.22094286,119.3941064,"Naranja"
16,7,8,22.79196751,90.60901895,6.420457311,116.5084074,"Naranja"
0,12,7,20.18432263,90.65458473,6.969249676,116.8130969,"Naranja"
5,25,6,30.72119881,94.01331956,6.011302181,106.8118019,"Naranja"
6,8,11,24.35590861,92.39651663,6.600948788,119.6946577,"Naranja"
10,5,5,21.21306973,91.35349216,7.817846496,112.9834361,"Naranja"
1,17,6,10.78689755,91.38411917,6.8198271,117.5293447,"Naranja"
1,30,10,11.89925671,91.34663797,7.291405641,103.5771468,"Naranja"
0,23,15,22.56664172,93.37488907,7.598729065,109.8585753,"Naranja"
24,27,9,18.86883219,93.24688124,6.157135092,119.3936976,"Naranja"
36,11,13,17.34083741,93.04897191,7.1917274,112.7194284,"Naranja"
40,21,8,34.90665289,92.87820148,7.418761774,102.1906333,"Naranja"
40,22,6,24.53610067,91.90997228,6.488221135,115.9787989,"Naranja"
32,18,13,13.8377282,91.74780462,6.044167236,107.9873218,"Naranja"
9,10,10,22.3551049,93.52211892,6.010391864,101.5164589,"Naranja"
13,16,8,34.74004942,93.12316972,6.949838549,100.1967854,"Naranja"
15,9,11,11.54785707,94.14861001,7.907956251,108.8289171,"Naranja"
29,11,5,23.13338811,91.94670335,7.639788459,104.4224145,"Naranja"
1,15,9,29.98364695,94.55239717,7.53350946,115.3560318,"Naranja"
18,5,11,20.87947369,90.93756231,6.251586885,102.4550786,"Naranja"
14,22,9,17.24944623,91.13772765,6.543191814,112.5090516,"Naranja"
33,15,7,15.83388699,91.68293851,7.651225301,109.7571416,"Naranja"
4,6,7,23.01014302,91.11764246,6.708889665,112.6738296,"Naranja"
17,16,14,16.39624284,92.18151927,6.625538653,102.944161,"Naranja"
12,20,10,24.45132792,93.10527686,6.528354932,109.4711098,"Naranja"
34,29,8,31.87859192,91.15248149,6.450640306,105.3437825,"Naranja"
39,28,10,31.34920143,91.48247612,7.181907673,109.1549823,"Naranja"
31,25,12,18.05142392,90.03969587,7.016482298,111.7793889,"Naranja"
12,6,8,30.84835031,92.86773675,6.388617138,107.4142681,"Naranja"
12,29,13,22.45616931,91.52781832,7.57125447,118.0069295,"Naranja"
26,11,11,13.70319166,90.95589386,7.609348255,106.2944879,"Naranja"
19,24,15,20.48954522,93.72485075,7.137136973,111.8391951,"Naranja"
39,21,9,13.20844373,94.02769434,6.354022554,106.2696156,"Naranja"
16,29,13,32.31944397,93.67804556,6.196907944,117.6236473,"Naranja"
36,29,13,20.68185224,90.91510525,7.829507245,109.7513927,"Naranja"
37,23,12,31.52675982,90.50621806,6.395258356,113.1169398,"Naranja"
39,9,15,25.35467646,91.81183218,7.992041984,116.7555937,"Naranja"
31,5,14,17.66545409,91.69865887,6.583411671,110.6857506,"Naranja"
18,12,8,12.59093977,91.81668769,6.206053072,119.3916718,"Naranja"
20,20,10,11.86631922,93.68394562,6.976997772,106.060149,"Naranja"
5,8,5,11.03367937,92.22706805,6.562594972,112.7715925,"Naranja"
20,8,12,25.2990432,94.96419851,7.260416405,117.9733424,"Naranja"
25,21,11,32.23797837,90.15406807,6.460044778,104.7052254,"Naranja"
14,19,14,17.68408797,94.35815354,6.699164936,108.0638166,"Naranja"
37,18,12,10.2708877,90.19147747,7.401121811,106.6955204,"Naranja"
26,15,6,17.22034507,94.78797376,6.912033409,108.0054343,"Naranja"
13,22,5,19.667056,90.50096668,7.764040111,100.1737964,"Naranja"
32,25,9,10.35609594,93.75652041,7.796034006,101.1456947,"Naranja"
19,7,9,27.255435,91.71369387,6.969883483,101.139435,"Naranja"
28,7,9,34.5917846,92.13229786,6.730757538,115.5650287,"Naranja"
24,30,11,32.39523995,94.51768464,6.601395755,113.25373,"Naranja"
7,17,10,10.16431299,91.22320999,6.465913274,106.362551,"Naranja"
18,23,8,21.49118657,93.43949693,6.41354791,101.4819888,"Naranja"
7,20,12,16.53460397,94.76759975,6.475275337,110.0447896,"Naranja"
20,23,11,31.8520694,90.12220323,6.407715561,109.9455062,"Naranja"
18,14,11,28.04799508,90.00621688,6.550814117,117.1311498,"Naranja"
34,11,10,31.75048899,94.59551226,7.36220835,115.1989301,"Naranja"
20,29,10,29.07412717,93.27189064,7.36549204,100.7896871,"Naranja"
37,24,13,19.14381903,90.71037456,7.8546243,108.0230792,"Naranja"
12,8,10,16.14820285,91.4448027,7.995848977,107.4287664,"Naranja"
34,10,14,34.05296914,92.05811721,6.725600855,116.8020848,"Naranja"
6,13,9,34.51423957,90.56151463,7.786725333,118.3271968,"Naranja"
27,30,5,32.71748548,90.54608254,7.656978112,113.328978,"Naranja"
13,8,12,25.16296632,92.54736032,7.105904818,114.3117197,"Naranja"
6,7,7,27.68167318,94.47316879,7.199106204,113.9995146,"Naranja"
40,17,15,21.35093384,90.9492967,7.871063004,107.0862095,"Naranja"
31,26,9,11.69894639,93.25638873,7.566165721,103.2005992,"Naranja"
91,21,26,26.33377983,57.36469955,7.261313694,191.6549412,"Cafe"
107,21,26,26.45288458,55.32222678,7.235070264,144.6861336,"Cafe"
83,38,35,25.70822684,52.88667115,7.18915558,136.7325092,"Cafe"
108,24,31,24.12832546,56.18107663,6.431899748,147.2757818,"Cafe"
116,28,34,23.44372334,60.39523266,6.42321105,122.2103248,"Cafe"
116,23,25,23.4123707,52.26994674,6.869720196,139.3670753,"Cafe"
109,31,27,23.05951896,50.40609436,6.973839707,164.4971875,"Cafe"
89,25,34,23.07895447,63.65861483,7.184801627,129.8765443,"Cafe"
118,18,32,27.6496114,51.11044023,6.351823783,122.8392822,"Cafe"
111,32,34,25.46743689,69.35161206,6.392048018,171.3764462,"Cafe"
84,36,28,26.7350622,55.55164819,6.119892347,140.6305213,"Cafe"
85,33,25,26.20811417,52.50987966,6.910823945,189.0944824,"Cafe"
99,15,27,27.0424167,57.27927475,6.501157208,165.6872119,"Cafe"
81,30,31,24.65090184,51.93952357,7.027585559,135.1386537,"Cafe"
95,39,29,27.35152643,55.99375012,7.13411409,148.9812525,"Cafe"
81,34,30,25.17787724,62.26244581,6.647765997,135.0119649,"Cafe"
80,15,28,23.11438731,68.00096043,6.703270635,161.8944624,"Cafe"
104,20,26,27.22783677,52.95261751,7.493191968,175.7260273,"Cafe"
109,29,28,23.26316991,60.5160021,6.724688503,194.1755471,"Cafe"
